	SRR10357366	SRR10357367	SRR10357368	SRR10357369	SRR10357370	SRR10357371	SRR10357372	SRR10357373	SRR10357374	SRR10357375	SRR10357376	SRR10357377	SRR10357378	SRR10357379	SRR10357380	SRR10357381	SRR10357382	SRR10357383	SRR10357384	SRR10357385	SRR10357386	SRR10357387	SRR10357388	SRR10357389	SRR10357390	SRR10357391	SRR10357392
ENSG00000000003	1163.18405930584	838.104719342238	690.927049560651	735.061076192481	841.766418931118	879.766033491571	73.8831425716673	83.0327533507768	123.978225335075	2.54274114580589	6.95985821685924	1.48374053783119	0.560905086051366	4.3155008016565	0	0	0	6.04616079627581	45.6938989954496	51.5855996034548	72.9360706127826	72.8786557744059	65.245019513848	69.4716466423483	61.1786782992826	71.4841278396993	35.6502233570182
ENSG00000000005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.323592254855334	0.757222698004296	0	0	0	0	0	4.68216444226977	0	0	0	0
ENSG00000000419	933.27723171208	567.013441300891	544.87628326016	540.185599555565	668.155006561959	765.486160251867	85.4870258055004	102.733440395325	129.666172742375	4.06042162549645	2.88381363367871	0.8314278000268	3.19484035733436	1.085245551786	0	0	0	1.60096581030304	85.1454370322755	95.722481761013	113.939005842466	92.8756556323721	47.7692263796057	93.2515862082633	214.664902110221	251.581696784795	132.964983421696
ENSG00000000457	205.311681309907	142.910500262846	120.722746426264	225.648604150306	208.129717096654	269.983333105758	125.837924357961	207.233685253115	192.624391400236	0.343270758666156	1.14243398605173	0	0.792194457608784	0	0.410034373777074	3.10842594662398	0.758399545303411	0.720925118956203	49.8294788971334	69.2865405352113	90.7834187222772	76.8360942495386	61.8663786002138	62.5975098814168	68.5015896693931	81.6495225526885	70.8248747000525
ENSG00000000460	880.387454807081	633.676130332185	581.816667962933	828.676612295056	713.41525322309	888.940938842822	252.657965950948	296.549290885314	250.568930820458	0.415551788274561	1.11493983779626	0	0.566339825613163	1.15471167325367	3.66184108404643	9.3894544809541	2.89802693823051	4.06394169464765	68.4547443754168	57.2820222127865	136.892706184422	99.1461679739812	61.1003869176431	77.7114783284895	128.857754361585	187.746654673983	90.6869934233071
ENSG00000000938	0	0	0	0	0.553577099563828	0	1.18701598200143	2.61479746670259	0	0	0	0	0	0	1.09621317009766	0.5875517847001	0	0	0	0	0	0	0	0	0	0.469894455563705	0
ENSG00000000971	6.11523749841485	3.98825986523146	3.06650737985054	27.3095026721546	11.1223122939765	3.11770862933804	6.76597032106469	11.4947494301345	5.46956315095936	0	0.996561719358803	0	0	0	0	0	0	10.0889554362847	0.644012426969922	0.625574691825338	3.18293648500341	8.37137347490608	14.578030215179	0.328406547534782	18.0422974130582	3.64739817715861	7.55014279688663
ENSG00000001036	2086.48749000294	1316.23910451377	1588.62254128967	1640.24241271921	1737.95973075822	2223.21068042253	518.12432910306	555.357638534086	563.327175231071	0.421521106706612	0.457704743464018	0	0	0.474080178235321	0	0.454455048962797	0	1.67034504992993	30.5985603703346	49.4620385656338	75.4139461910434	82.0717298571152	65.857763009357	94.959697958588	87.6481847416063	117.8952305305	71.1571258449192
ENSG00000001084	485.691273135334	288.922562889166	220.349004218596	682.40184283058	896.941646147893	941.181111099779	112.777725825742	126.716572499336	164.961791077036	0	1.23324229678156	0.458641715594675	0.312097546329176	0.551900026076391	2.73939281887199	7.40952241225101	0.921439549676064	3.49098342849939	102.03910367183	140.916313013757	284.307765112206	247.295634684857	169.377433050781	211.845476972144	149.497815058457	215.571726251721	92.6614400099926
