study_id	feature_id	logFC	AveExpr	t	P.Value	adj.P.Val	B
GSE122876	P-hsa04621-42	3.05431842702319e-06	0.0870744249977351	0.35804187243736	0.737963762006834	0.845958458885883	-44.6072704715952
GSE122876	P-hsa04621-44	3.05431842702319e-06	0.0870744249977351	0.35804187243736	0.737963762006834	0.845958458885883	-44.6072704715952
GSE122876	P-hsa04668-38	0	0.648225042596559	0	1	1	-44.6857599334555
GSE122876	P-hsa04668-111	0	0.0875477864530256	0	1	1	-44.6857599334555
GSE122876	P-hsa04668-116	0	0.0875477864530256	0	1	1	-44.6857599334555
GSE122876	P-hsa04662-36	0	0.0875477864530256	0	1	1	-44.6857599334555
GSE122876	P-hsa04662-35	0	0.0875477864530256	0	1	1	-44.6857599334555
GSE122876	P-hsa04621-30 32	0	0.0875477864530256	0	1	1	-44.6857599334555
GSE139516	P-hsa04662-29	-3.33066907387547e-16	0.344518600365144	-4.39234468585518	0.00307870658827067	0.029118053598376	-39.2587873362188
GSE139516	P-hsa04662-24	-2.77555756156289e-16	0.367640483152411	-4.01723042926306	0.00492974491783913	0.029118053598376	-39.7743545443141
GSE139516	P-hsa04630-7	-2.22044604925031e-16	0.561689117261812	-3.76849578974943	0.00681482465774471	0.029118053598376	-40.1267853046276
GSE139516	P-hsa04630-31	-2.22044604925031e-16	0.561689117261812	-3.76849578974943	0.00681482465774471	0.029118053598376	-40.1267853046276
GSE139516	P-hsa04630-1	-2.22044604925031e-16	0.561689117261812	-3.76849578974943	0.00681482465774471	0.029118053598376	-40.1267853046276
GSE139516	P-hsa04630-30	-2.22044604925031e-16	0.561689117261812	-3.76849578974943	0.00681482465774471	0.029118053598376	-40.1267853046276
GSE139516	P-hsa04630-34	-2.22044604925031e-16	0.561689117261812	-3.76849578974943	0.00681482465774471	0.029118053598376	-40.1267853046276
GSE139516	P-hsa04630-24	-2.22044604925031e-16	0.561689117261812	-3.76849578974943	0.00681482465774471	0.029118053598376	-40.1267853046276
GSE139516	P-hsa04630-27	-2.22044604925031e-16	0.561689117261812	-3.76849578974943	0.00681482465774471	0.029118053598376	-40.1267853046276
GSE139516	P-hsa04630-28	-2.22044604925031e-16	0.561689117261812	-3.76849578974943	0.00681482465774471	0.029118053598376	-40.1267853046276
GSE139516	P-hsa04668-20	-1.11022302462516e-16	0.504108023477719	-3.76849146123432	0.00681486360813055	0.029118053598376	-40.1267915076987
GSE139516	P-hsa04662-6	-8.88178419700125e-16	1	-3.60337248643681	0.00849222953467949	0.0332612323441613	-40.3651104919729
GSE139516	P-hsa04668-153	-5.55111512312578e-16	0.640507886180973	-3.38421025104448	0.011442552962853	0.0358533326169393	-40.6863466269026
GSE139516	P-hsa04668-138	-5.55111512312578e-16	0.640507886180973	-3.38421025104448	0.011442552962853	0.0358533326169393	-40.6863466269026
GSE139516	P-hsa04662-32 51	-5.55111512312578e-16	0.640507886180973	-3.38421025104448	0.011442552962853	0.0358533326169393	-40.6863466269026
GSE139516	P-hsa04668-120	-4.16333634234434e-17	0.105558491341829	-2.91904633053263	0.0220162681609607	0.049274504931674	-41.3830614125862
GSE139516	P-hsa04621-33 35	-4.16333634234434e-17	0.105558491341829	-2.91904633053263	0.0220162681609607	0.049274504931674	-41.3830614125862
GSE139516	P-hsa04621-34 35	-4.16333634234434e-17	0.105558491341829	-2.91904633053263	0.0220162681609607	0.049274504931674	-41.3830614125862
GSE139516	P-hsa04621-23	-4.16333634234434e-17	0.105558491341829	-2.91904633053263	0.0220162681609607	0.049274504931674	-41.3830614125862
GSE139516	P-hsa04621-29	-4.16333634234434e-17	0.105558491341829	-2.91904633053263	0.0220162681609607	0.049274504931674	-41.3830614125862
GSE139516	P-hsa04621-21 31 41	-4.16333634234434e-17	0.105558491341829	-2.91904633053263	0.0220162681609607	0.049274504931674	-41.3830614125862
GSE139516	P-hsa04668-128	-2.22044604925031e-16	0.557904945733211	-2.51233106088529	0.0397981237711166	0.0850232644201128	-42.0005908902423
GSE139516	P-hsa04668-40	-1.66533453693773e-16	0.322981298882155	-2.41033825755784	0.0462625597182838	0.094536535076493	-42.1551208966049
GSE139516	P-hsa04662-16	-1.11022302462516e-16	0.295250031749215	-2.14252243159557	0.0688229022198999	0.124410630935973	-42.5569473620352
GSE139516	P-hsa04621-6	-1.11022302462516e-16	0.295250031749215	-2.14252243159557	0.0688229022198999	0.124410630935973	-42.5569473620352
GSE139516	P-hsa04621-21 30	-1.11022302462516e-16	0.295250031749215	-2.14252243159557	0.0688229022198999	0.124410630935973	-42.5569473620352
GSE139516	P-hsa04668-47	3.33066907387547e-16	0.580120349519408	2.05130996700578	0.0788060891848694	0.132281649703174	-42.6916907673986
GSE139516	P-hsa04668-48	3.33066907387547e-16	0.580120349519408	2.05130996700578	0.0788060891848694	0.132281649703174	-42.6916907673986
GSE139516	P-hsa04668-102	-1.11022302462516e-16	0.428534046431438	-1.58893751552883	0.155491927863102	0.235745826115026	-43.3444195970289
GSE139516	P-hsa04668-141	-1.11022302462516e-16	0.428534046431438	-1.58893751552883	0.155491927863102	0.235745826115026	-43.3444195970289
GSE139516	P-hsa04630-35	-1.11022302462516e-16	0.322663202634887	-1.58893751552883	0.155491927863102	0.235745826115026	-43.3444195970289
GSE139516	P-hsa04668-111	2.77555756156289e-17	0.18541362918381	1.02565317356955	0.338720466753115	0.442218387149901	-44.017033347993
GSE139516	P-hsa04668-116	2.77555756156289e-17	0.18541362918381	1.02565317356955	0.338720466753115	0.442218387149901	-44.017033347993
GSE139516	P-hsa04662-36	2.77555756156289e-17	0.18541362918381	1.02565317356955	0.338720466753115	0.442218387149901	-44.017033347993
GSE139516	P-hsa04662-35	2.77555756156289e-17	0.18541362918381	1.02565317356955	0.338720466753115	0.442218387149901	-44.017033347993
GSE139516	P-hsa04621-30 32	2.77555756156289e-17	0.18541362918381	1.02565317356955	0.338720466753115	0.442218387149901	-44.017033347993
GSE139516	P-hsa04668-36	1.11022302462516e-16	0.87857436519549	0.712178996323432	0.49907922845224	0.633965506412304	-44.2971463899961
GSE139516	P-hsa04630-33	-2.77555756156289e-17	0.248633654991217	-0.584983876236477	0.576667048722286	0.713246086577564	-44.3859529042517
GSE139516	P-hsa04621-42	-1.83614544080613e-05	0.205525716918146	-0.149375497777539	0.885411563569929	0.945870944529259	-44.5638868626198
GSE139516	P-hsa04621-44	-1.83614544080613e-05	0.205525716918146	-0.149375497777539	0.885411563569929	0.945870944529259	-44.5638868626198
GSE139516	P-hsa04621-4 7 8	-2.07167299702549e-06	0.109090660889819	-0.14926422462341	0.885496203384635	0.945870944529259	-44.5639057585018
GSE139516	P-hsa04621-43	-4.46634569262194e-05	0.336896477953907	-0.149264224620485	0.88549620338686	0.945870944529259	-44.5639057585023
GSE139516	P-hsa04630-36	-0.00685718145556309	0.0828029155436535	-0.149264224618516	0.885496203388358	0.945870944529259	-44.5639057585026
GSE139516	P-hsa04621-28	-3.06427380014906e-05	0.216404053702484	-0.149264224617549	0.885496203389093	0.945870944529259	-44.5639057585028
GSE139516	P-hsa04668-38	0	0.648839409836107	0	1	1	-44.5765945936921
GSE139516	P-hsa04662-10	0	0.662008631159081	0	1	1	-44.5765945936921
GSE139516	P-hsa04662-27	0	0.975591288350995	0	1	1	-44.5765945936921
GSE147507	P-hsa04668-153	1.11022302462516e-16	0.682483922220678	4.49390442469313	0.00112629241094569	0.0176452477714825	-39.105802138763
GSE147507	P-hsa04668-138	1.11022302462516e-16	0.682483922220678	4.49390442469313	0.00112629241094569	0.0176452477714825	-39.105802138763
GSE147507	P-hsa04662-32 51	1.11022302462516e-16	0.682483922220678	4.49390442469313	0.00112629241094569	0.0176452477714825	-39.105802138763
GSE147507	P-hsa04630-35	3.33066907387547e-16	0.279759119517476	3.94704302305775	0.00269229850546548	0.0316345074392194	-40.0231487016364
GSE147507	P-hsa04668-128	5.55111512312578e-16	0.61483792548443	3.61347994314849	0.00466711416063785	0.0365590609249965	-40.5967954726429
GSE147507	P-hsa04662-10	5.55111512312578e-16	0.728920816509862	3.61347994314849	0.00466711416063785	0.0365590609249965	-40.5967954726429
GSE147507	P-hsa04662-29	1.66533453693773e-16	0.40348226200791	3.52029865495039	0.00545446372303876	0.0366228278546888	-40.758423030325
GSE147507	P-hsa04662-6	5.55111512312578e-16	0.994027992342045	2.93358253103969	0.0148033670535876	0.0614590034076122	-41.781423595459
GSE147507	P-hsa04668-120	1.11022302462516e-16	0.135585714530202	2.81017788886935	0.0183069371852462	0.0614590034076122	-41.9957945844732
GSE147507	P-hsa04621-33 35	1.11022302462516e-16	0.135585714530202	2.81017788886935	0.0183069371852462	0.0614590034076122	-41.9957945844732
GSE147507	P-hsa04621-34 35	1.11022302462516e-16	0.135585714530202	2.81017788886935	0.0183069371852462	0.0614590034076122	-41.9957945844732
GSE147507	P-hsa04621-23	1.11022302462516e-16	0.135585714530202	2.81017788886935	0.0183069371852462	0.0614590034076122	-41.9957945844732
GSE147507	P-hsa04621-29	1.11022302462516e-16	0.135585714530202	2.81017788886935	0.0183069371852462	0.0614590034076122	-41.9957945844732
GSE147507	P-hsa04621-21 31 41	1.11022302462516e-16	0.135585714530202	2.81017788886935	0.0183069371852462	0.0614590034076122	-41.9957945844732
GSE147507	P-hsa04668-102	2.77555756156289e-16	0.488355395019805	2.45650571193773	0.033664099694975	0.098888292853989	-42.6021181247452
GSE147507	P-hsa04668-141	2.77555756156289e-16	0.488355395019805	2.45650571193773	0.033664099694975	0.098888292853989	-42.6021181247452
GSE147507	P-hsa04668-36	3.33066907387547e-16	0.871503894292208	2.16808796588909	0.0550930793388721	0.152316160525117	-43.080980736695
GSE147507	P-hsa04668-40	5.55111512312578e-17	0.380435513304143	1.31568086398922	0.21736915995439	0.411846095230548	-44.323824360936
GSE147507	P-hsa04630-7	2.22044604925031e-16	0.617723013250846	1.28397322699258	0.227829754808388	0.411846095230548	-44.3626270830134
GSE147507	P-hsa04630-31	2.22044604925031e-16	0.617723013250846	1.28397322699258	0.227829754808388	0.411846095230548	-44.3626270830134
GSE147507	P-hsa04630-1	2.22044604925031e-16	0.617723013250846	1.28397322699258	0.227829754808388	0.411846095230548	-44.3626270830134
GSE147507	P-hsa04630-30	2.22044604925031e-16	0.617723013250846	1.28397322699258	0.227829754808388	0.411846095230548	-44.3626270830134
GSE147507	P-hsa04630-34	2.22044604925031e-16	0.617723013250846	1.28397322699258	0.227829754808388	0.411846095230548	-44.3626270830134
GSE147507	P-hsa04630-24	2.22044604925031e-16	0.617723013250846	1.28397322699258	0.227829754808388	0.411846095230548	-44.3626270830134
GSE147507	P-hsa04630-27	2.22044604925031e-16	0.617723013250846	1.28397322699258	0.227829754808388	0.411846095230548	-44.3626270830134
GSE147507	P-hsa04630-28	2.22044604925031e-16	0.617723013250846	1.28397322699258	0.227829754808388	0.411846095230548	-44.3626270830134
GSE147507	P-hsa04621-43	9.66518535454597e-05	0.394978481422442	0.258062847258806	0.801541912588571	1	-45.1653015501415
GSE147507	P-hsa04630-36	0.0106969689649297	0.0824033886830877	0.258062847258704	0.801541912588647	1	-45.1653015501415
GSE147507	P-hsa04621-28	6.84725408952036e-05	0.26320603236996	0.258062847258185	0.801541912589037	1	-45.1653015501417
GSE147507	P-hsa04621-4 7 8	5.020079320045e-06	0.141038403403558	0.258062847255967	0.801541912590702	1	-45.1653015501423
GSE147507	P-hsa04621-42	4.43525458152516e-05	0.255261096077904	0.257098642032221	0.802265668664025	1	-45.1655727250585
GSE147507	P-hsa04621-44	4.43525458152516e-05	0.255261096077904	0.257098642032221	0.802265668664025	1	-45.1655727250585
GSE147507	P-hsa04668-20	0	0.481378573217417	0	1	1	-45.2017772525219
GSE147507	P-hsa04668-47	0	0.632142512052804	0	1	1	-45.2017772525219
GSE147507	P-hsa04668-48	0	0.632142512052804	0	1	1	-45.2017772525219
GSE147507	P-hsa04668-38	0	0.667819217332986	0	1	1	-45.2017772525219
GSE147507	P-hsa04668-111	0	0.227165083295051	0	1	1	-45.2017772525219
GSE147507	P-hsa04668-116	0	0.227165083295051	0	1	1	-45.2017772525219
GSE147507	P-hsa04662-16	0	0.348278531723269	0	1	1	-45.2017772525219
GSE147507	P-hsa04662-24	0	0.432792687524394	0	1	1	-45.2017772525219
GSE147507	P-hsa04662-27	0	1	0	1	1	-45.2017772525219
GSE147507	P-hsa04662-36	0	0.227165083295051	0	1	1	-45.2017772525219
GSE147507	P-hsa04662-35	0	0.227165083295051	0	1	1	-45.2017772525219
GSE147507	P-hsa04630-33	0	0.203808894434259	0	1	1	-45.2017772525219
GSE147507	P-hsa04621-6	0	0.348278531723269	0	1	1	-45.2017772525219
GSE147507	P-hsa04621-21 30	0	0.348278531723269	0	1	1	-45.2017772525219
GSE147507	P-hsa04621-30 32	0	0.227165083295051	0	1	1	-45.2017772525219
GSE17400	P-hsa04630-35	-6.93889390390723e-18	0.0237308471972081	-5.67121525549477	3.39742754489816e-05	0.00159679094610214	-35.1867697358042
GSE17400	P-hsa04668-102	-9.99200722162641e-16	0.854217750772323	-4.74076394807124	0.000218219845377998	0.00167503059616664	-37.102002125827
GSE17400	P-hsa04668-141	-9.99200722162641e-16	0.854217750772323	-4.74076394807124	0.000218219845377998	0.00167503059616664	-37.102002125827
GSE17400	P-hsa04662-29	-3.33066907387547e-16	0.901435271617038	-4.6417805045382	0.000267491770935496	0.00167503059616664	-37.3103215004178
GSE17400	P-hsa04668-20	1.11022302462516e-16	0.147546192224196	4.56661902295043	0.000312407023574244	0.00167503059616664	-37.4689398706722
GSE17400	P-hsa04668-111	-7.7715611723761e-16	0.840159591798165	-4.50303257594458	0.000356389488546093	0.00167503059616664	-37.6033949476656
GSE17400	P-hsa04668-116	-7.7715611723761e-16	0.840159591798165	-4.50303257594458	0.000356389488546093	0.00167503059616664	-37.6033949476656
GSE17400	P-hsa04662-36	-7.7715611723761e-16	0.840159591798165	-4.50303257594458	0.000356389488546093	0.00167503059616664	-37.6033949476656
GSE17400	P-hsa04662-35	-7.7715611723761e-16	0.840159591798165	-4.50303257594458	0.000356389488546093	0.00167503059616664	-37.6033949476656
GSE17400	P-hsa04621-30 32	-7.7715611723761e-16	0.840159591798165	-4.50303257594458	0.000356389488546093	0.00167503059616664	-37.6033949476656
GSE17400	P-hsa04668-153	-6.66133814775094e-16	0.604635164903316	-4.32208149275834	0.000519427870794544	0.00187280119084527	-37.9871354667355
GSE17400	P-hsa04668-138	-6.66133814775094e-16	0.604635164903316	-4.32208149275834	0.000519427870794544	0.00187280119084527	-37.9871354667355
GSE17400	P-hsa04662-32 51	-6.66133814775094e-16	0.604635164903316	-4.32208149275834	0.000519427870794544	0.00187280119084527	-37.9871354667355
GSE17400	P-hsa04662-27	2.22044604925031e-16	0.481275052825192	4.28011777173842	0.000567052444009926	0.00187280119084527	-38.0763201005787
GSE17400	P-hsa04662-24	-2.22044604925031e-16	0.92553058628868	-4.25496506002381	0.000597702507716576	0.00187280119084527	-38.1298042668381
GSE17400	P-hsa04668-47	-6.66133814775094e-16	0.76289303957233	-3.21645185800292	0.005355899710925	0.00868331416416567	-40.3291279683193
GSE17400	P-hsa04668-48	-6.66133814775094e-16	0.76289303957233	-3.21645185800292	0.005355899710925	0.00868331416416567	-40.3291279683193
GSE17400	P-hsa04668-120	-3.33066907387547e-16	0.780402150238585	-3.21645173498585	0.00535590109937107	0.00868331416416567	-40.329128224133
GSE17400	P-hsa04621-33 35	-3.33066907387547e-16	0.780402150238585	-3.21645173498585	0.00535590109937107	0.00868331416416567	-40.329128224133
GSE17400	P-hsa04621-34 35	-3.33066907387547e-16	0.780402150238585	-3.21645173498585	0.00535590109937107	0.00868331416416567	-40.329128224133
GSE17400	P-hsa04621-23	-3.33066907387547e-16	0.780402150238585	-3.21645173498585	0.00535590109937107	0.00868331416416567	-40.329128224133
GSE17400	P-hsa04621-29	-3.33066907387547e-16	0.780402150238585	-3.21645173498585	0.00535590109937107	0.00868331416416567	-40.329128224133
GSE17400	P-hsa04621-21 31 41	-3.33066907387547e-16	0.780402150238585	-3.21645173498585	0.00535590109937107	0.00868331416416567	-40.329128224133
GSE17400	P-hsa04630-7	-4.44089209850063e-16	0.76259647638776	-3.18462247541493	0.00572729232104544	0.00868331416416567	-40.3952446736115
GSE17400	P-hsa04630-31	-4.44089209850063e-16	0.76259647638776	-3.18462247541493	0.00572729232104544	0.00868331416416567	-40.3952446736115
GSE17400	P-hsa04630-1	-4.44089209850063e-16	0.76259647638776	-3.18462247541493	0.00572729232104544	0.00868331416416567	-40.3952446736115
GSE17400	P-hsa04630-30	-4.44089209850063e-16	0.76259647638776	-3.18462247541493	0.00572729232104544	0.00868331416416567	-40.3952446736115
GSE17400	P-hsa04630-34	-4.44089209850063e-16	0.76259647638776	-3.18462247541493	0.00572729232104544	0.00868331416416567	-40.3952446736115
GSE17400	P-hsa04630-24	-4.44089209850063e-16	0.76259647638776	-3.18462247541493	0.00572729232104544	0.00868331416416567	-40.3952446736115
GSE17400	P-hsa04630-27	-4.44089209850063e-16	0.76259647638776	-3.18462247541493	0.00572729232104544	0.00868331416416567	-40.3952446736115
GSE17400	P-hsa04630-28	-4.44089209850063e-16	0.76259647638776	-3.18462247541493	0.00572729232104544	0.00868331416416567	-40.3952446736115
GSE17400	P-hsa04662-10	5.55111512312578e-16	0.819775236852824	2.66849011956568	0.0167610485384241	0.0246177900408103	-41.4408160549157
GSE17400	P-hsa04662-16	4.44089209850063e-16	0.873062573210938	2.50944194734435	0.0231574104392564	0.03109709401843	-41.7495233591504
GSE17400	P-hsa04621-6	4.44089209850063e-16	0.873062573210938	2.50944194734435	0.0231574104392564	0.03109709401843	-41.7495233591504
GSE17400	P-hsa04621-21 30	4.44089209850063e-16	0.873062573210938	2.50944194734435	0.0231574104392564	0.03109709401843	-41.7495233591504
GSE17400	P-hsa04668-36	1.66533453693773e-16	0.337957783844509	2.40630360177607	0.0284808024807074	0.037183269905368	-41.9452737337654
GSE17400	P-hsa04668-128	-1.11022302462516e-16	0.762552496471955	-2.12748253001191	0.0491839018889657	0.0624768483454429	-42.4538068568891
GSE17400	P-hsa04668-38	1.66533453693773e-16	0.422446441795102	1.91758305071001	0.0730887736100343	0.0903992726229372	-42.8131862656323
GSE17400	P-hsa04621-42	-0.00770667263170299	0.894220224272446	-1.68844918210967	0.110604702631608	0.119064822488595	-43.1780540738946
GSE17400	P-hsa04621-44	-0.00770667263170299	0.894220224272446	-1.68844918210967	0.110604702631608	0.119064822488595	-43.1780540738946
GSE17400	P-hsa04621-4 7 8	-0.000847050218707124	0.795030453798647	-1.68405045715993	0.111464940202048	0.119064822488595	-43.1847493557998
GSE17400	P-hsa04621-43	-0.00861181286750146	0.889778244872735	-1.6840504571598	0.111464940202073	0.119064822488595	-43.1847493558
GSE17400	P-hsa04630-36	-0.15848271155152	0.536824284806315	-1.68405045715973	0.111464940202088	0.119064822488595	-43.1847493558001
GSE17400	P-hsa04621-28	-0.00838460775762118	0.865494916427094	-1.68405045715972	0.111464940202089	0.119064822488595	-43.1847493558001
GSE17400	P-hsa04668-40	-1.11022302462516e-16	0.892263294282239	-0.815103615079912	0.42691195605702	0.445885820770665	-44.22619976042
GSE17400	P-hsa04662-6	0	0.345179914978808	0	1	1	-44.5719499873094
GSE17400	P-hsa04630-33	0	0	0	1	1	-44.5719499873094
GSE33267	P-hsa04668-102	2.33146835171283e-15	0.918005647370753	8.0057358259841	3.12040633419215e-11	3.44655600088507e-10	-21.2063056641077
GSE33267	P-hsa04668-141	2.33146835171283e-15	0.918005647370753	8.0057358259841	3.12040633419215e-11	3.44655600088507e-10	-21.2063056641077
GSE33267	P-hsa04668-20	8.60422844084496e-16	0.151996529132199	7.84939825707123	5.88916637465097e-11	3.44655600088507e-10	-21.8418300316695
GSE33267	P-hsa04630-7	2.1094237467878e-15	0.812019036300291	7.77197802761817	8.06640766164592e-11	3.44655600088507e-10	-22.1564725273864
GSE33267	P-hsa04630-31	2.1094237467878e-15	0.812019036300291	7.77197802761817	8.06640766164592e-11	3.44655600088507e-10	-22.1564725273864
GSE33267	P-hsa04630-1	2.1094237467878e-15	0.812019036300291	7.77197802761817	8.06640766164592e-11	3.44655600088507e-10	-22.1564725273864
GSE33267	P-hsa04630-30	2.1094237467878e-15	0.812019036300291	7.77197802761817	8.06640766164592e-11	3.44655600088507e-10	-22.1564725273864
GSE33267	P-hsa04630-34	2.1094237467878e-15	0.812019036300291	7.77197802761817	8.06640766164592e-11	3.44655600088507e-10	-22.1564725273864
GSE33267	P-hsa04630-24	2.1094237467878e-15	0.812019036300291	7.77197802761817	8.06640766164592e-11	3.44655600088507e-10	-22.1564725273864
GSE33267	P-hsa04630-27	2.1094237467878e-15	0.812019036300291	7.77197802761817	8.06640766164592e-11	3.44655600088507e-10	-22.1564725273864
GSE33267	P-hsa04630-28	2.1094237467878e-15	0.812019036300291	7.77197802761817	8.06640766164592e-11	3.44655600088507e-10	-22.1564725273864
GSE33267	P-hsa04668-128	5.55111512312578e-16	0.811978848973605	6.65434264838915	7.44701281967329e-09	2.91674668770537e-08	-26.6705620145113
GSE33267	P-hsa04662-10	6.66133814775094e-16	0.870299977209685	6.59217566686171	9.55867897694856e-09	3.45583009166602e-08	-26.9188165539813
GSE33267	P-hsa04668-153	-1.11022302462516e-15	0.638094787079436	-6.44742846604967	1.70691722128352e-08	5.01406933752034e-08	-27.4950608889038
GSE33267	P-hsa04668-138	-1.11022302462516e-15	0.638094787079436	-6.44742846604967	1.70691722128352e-08	5.01406933752034e-08	-27.4950608889038
GSE33267	P-hsa04662-32 51	-1.11022302462516e-15	0.638094787079436	-6.44742846604967	1.70691722128352e-08	5.01406933752034e-08	-27.4950608889038
GSE33267	P-hsa04662-6	3.88578058618805e-16	0.355169036631494	6.40022306311246	2.06125865299918e-08	5.69877392299774e-08	-27.6824081211035
GSE33267	P-hsa04662-24	1.33226762955019e-15	1	6.19884639353994	4.59558113737755e-08	1.19995729698192e-07	-28.478068687306
GSE33267	P-hsa04662-29	3.5527136788005e-15	0.975554615328645	5.999270070663	1.01193444293061e-07	2.50320625356519e-07	-29.2602540996618
GSE33267	P-hsa04630-35	9.71445146547012e-17	0.024052197666543	5.8404290057566	1.88851507703698e-07	3.4141906757463e-07	-29.8776349915254
