GSM1366711	GSM1366712	GSM1366713	GSM1366714	GSM1366715	GSM1366716	GSM1366717	GSM1366718	GSM1366719	GSM1366720	GSM1366721	GSM1366722	GSM1366723	GSM1366724	GSM1366725	GSM1366726	GSM1366727	GSM1366728	GSM1366729	GSM1366730	GSM1366731	GSM1366732	GSM1366733	GSM1366734	GSM1366735	GSM1366736	GSM1366737	GSM1366738	GSM1366739	GSM1366740	GSM1366741	GSM1366742	GSM1366743
6757	6.43538614467065	6.51856374997566	6.47916783669856	5.97866713037688	6.00068293257649	6.32629328744876	6.49452228310566	6.05034338568964	6.12051280731723	5.95137303151935	6.34443041866515	6.4366484555753	5.9435804049377	6.45221003521715	6.48259408607355	6.44595538638083	6.31480636577518	6.0203486453918	6.37582929999019	6.32629328744876	6.26366043970818	6.11988431894272	5.92750862668701	6.08424469349414	6.27018912491574	6.35354785261418	6.34308474648393	6.0260622965862	6.13302541863078	5.97519660899943	6.18802680781762	6.06184164225729	5.99897499459924
55336	6.30239660239225	6.30957970245972	6.35701875935572	5.97866713037688	6.10153802646206	6.13955135239879	6.36870486555681	6.00443329400544	6.26394491078095	6.09835115739308	6.48601221774061	6.20175265527741	5.9435804049377	6.34658088679708	6.38814778102981	6.38187063534364	6.23782557631413	6.31260797290653	6.45868623239448	6.47278313333109	6.4225745073815	6.14110080485241	6.28034899113596	6.17477440110371	6.29127536758765	6.49379481269396	6.14326724638067	6.05001351372275	6.16901392149988	6.09643565141455	6.28034899113596	6.19012396638154	6.07616777708445
8638	10.2154502677091	9.96208537324564	10.0230612497353	9.87820189696638	9.9779086668872	9.70361523627155	10.0247514181392	8.80686691507095	9.61293828811817	9.90679951350104	9.39184568535146	9.72090493082104	10.1442913045644	9.7091621581498	10.0207905798541	9.91703296492274	9.65991483076169	9.44474824787434	10.0708121337948	9.73309237843806	9.76275951981903	9.74419677915672	9.78712343615539	9.39566395302619	9.96176756883344	9.90079821111219	9.55665119355807	9.65050783207011	9.56204001172816	9.66545705196527	10.116895254488	9.79338162335572	10.099387662206
1056	6.32574836013695	6.45744306554384	6.43361705181759	6.04968356631345	6.11295281600439	6.17719300190635	6.42753506828324	5.96263314753551	6.00341143464914	5.91741728872871	6.33633749332454	6.40398034030434	6.0506731822486	5.93217000405688	6.55691240676339	6.23521646169403	6.36923380966572	5.96892855406699	6.37582929999019	6.4178525148859	6.34738648665471	6.11988431894272	6.29656864489325	6.2171131898436	6.31260797290653	6.27358370304866	6.15925976617114	6.11956997205382	6.22619322108906	6.13302541863078	6.21240426672094	6.23231190053398	6.02404829666737
4312	7.43765750967546	7.32343012005259	7.22209963695373	7.23020243101827	7.30114973475157	7.49379481269396	7.48155483453197	6.26422932577269	7.58040133650178	7.44288068121757	7.12474795752951	7.08842688742112	6.99143595347656	7.34335398135284	7.29642959665056	7.29099623533547	7.27894216992172	7.53751256995031	7.23623167815072	7.33539035469393	7.16208610951614	7.05413150202101	7.07211229838962	7.65783268770503	7.12631338198962	7.32076636706033	7.53126329883551	7.59765757356952	7.33390073655344	6.81378119121704	7.11626518785893	6.9933244103952	7.0483630215614
3433	9.5352753766208	9.64068314566937	9.5017768829089	9.51814645011175	9.71020635979922	9.57215472442054	9.58219901644989	8.68652705487109	9.76657910064371	9.57159465247882	9.51507259904021	9.60321888934458	9.38899571538663	9.43374348756027	9.43465981546399	9.60910876520384	9.60150350412613	9.9667020713324	9.40565721791559	9.6252937387483	9.78646765723471	9.63105300803698	9.68395159535252	9.96198675178182	9.73756744541266	9.62307782963893	10.2295107266565	9.82308975344898	9.64035450106317	9.70036089742149	9.30999302291546	9.38304968243474	9.23514391888869
63027	6.12396460786543	6.07616777708445	6.01359760340072	6.38919132179204	6.51856374997566	6.03075072470786	6.09291727134245	7.04745444537417	6.24071906914304	6.40372218605101	6.18532597387896	6.0777867819013	6.22327041814267	6.16444987137616	6.09739372231255	6.10725671061497	6.18171697877394	6.25194856533444	6.1750769480359	5.97693291326592	6.03974989125669	6.18231910526051	6.20649641636489	6.34443041866515	6.15312975889933	6.09099453222059	6.09419767527907	6.27640642952318	6.2837197754752	6.23637665077215	6.13489298528755	6.16627722442717	6.2171131898436
158506	6.6171613231093	6.80148791502561	6.69791531672555	6.99452486993385	6.92607132142154	6.74350844003298	6.62559816025794	6.72006284426144	6.89573591712299	6.59291000274775	7.1750013172508	7.30474886068874	7.06053218444932	6.67028070794955	6.80510872184481	6.96770659679312	7.00017076345417	7.29169396472997	6.99897499459924	6.7404451752947	6.97675937684412	6.70547530803839	6.87976887686997	7.35394876828743	6.86381083376744	6.97953345781593	7.08440577148693	6.85316776022533	6.94517777920041	7.26692847537364	7.15312975889933	7.31912468649907	7.26707039608999
338567	9.44928936179017	8.9721095130549	9.05692503506482	9.02434218015774	9.06714912639126	9.05987700957844	9.34005238698272	8.99972246627073	9.08301588206098	9.36594128717058	8.91795968927682	9.04869327108576	9.43108600723702	8.88943482411925	9.12000218137004	8.94619739870421	8.81901783958318	8.34503556188787	9.32716134015318	9.25019073400698	9.26405157297366	8.8151406670242	9.29489918082164	8.37599380154006	9.41009796631156	9.36383609431146	8.36837417698157	9.24618277091923	9.19658349920584	8.9270596225936	9.35546789559778	9.2008614609481	9.17730627439421
